Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
19/10/2021,"21 PORTVIEW, THORNCASTLE ST, RINGSEND",Dublin 4,Dublin,"€468,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"5 DERRYNANE TERRACE, CONVENT RD, DALKEY",,Dublin,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2017,"77 GINNELL TCE, MULLINGAR, WESTMEATH",,Westmeath,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"42 CURRAGH HALL CRESCENT, TYRRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"5 Dexter Terrace, Northbrook Road, Ranelagh",Dublin 6,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2016,"1 NEWTOWN TERRACE, NEWTOWN, BRUFF",,Limerick,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2021,"41 RED ARCHES AVENUE, ROWAN HOUSE, THE COAST  BALDOYLE",Dublin 13,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2020,"CARRIGBEG, BAGENALSTOWN, CARLOW",,Carlow,"€279,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"63 THE GREEN, MOYGLARE HALL, MAYNOOTH",,Kildare,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"30 ST JOHNS DR, GREENPARK, CLONDALKIN DUBLIN 22",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2020,"3 DRUMMIN RISE, DELGANY WOOD, DELGANY",,Wicklow,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2013,"4 La Touche Hall, 38/39 Aungier Street, Dublin 2",,Dublin,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2015,"53 ST BRENDANS CRESCENT, GREENHILLS, DUBLIN",Dublin 12,Dublin,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2013,"9 PINEWOOD ESTATE, KILLARNEY, CO KERRY",,Kerry,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2012,"33 Bulfin Road, Dublin 8",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"CURRAGH VIEW, KILGARIFFE, CLONAKILTY",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"THE BUNGALOW, BRENNANSTOWN ROAD, CABINTEELY",Dublin 18,Dublin,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"8 FARMLEIGH PARK, FARMLEIGH WOODS, CASTLEKNOCK",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"TIERSHANAHAN, BALLYHEIGUE, KERRY",,Kerry,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"30 RIVERCHAPEL COURT, ARDAMINE, COURTOWN",,Wexford,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2016,"26 VALLEY VIEW, SWORDS, DUBLIN",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2014,"GURTAVOHER, AHERLOW, TIPPERARY",,Tipperary,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/05/2012,"3 Beechwood Grove, Portlaw",,Waterford,"€33,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"20 BIRCHFIELD PARK, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€602,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"9 COIS COILLE, LOWER WOODHILL, TIVOLI",,Cork,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"Unit 8 The Gardens, Carrickmines Manor, Glenamuck Road",Dublin 18,Dublin,"€206,035.24",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/11/2013,"6 The Rise, Green Valley, Donnybrook  Douglas",,Cork,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"203 ABBEY RIVER COURT, SHEEP ST, LIMERICK",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2015,"4 ASHGROVE, GLENCAIRIN DOORADOYLE, LIMERICK",,Limerick,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2019,"73 MEADOWLANDS BROOMFIELD VILLAGE, MIDLETON, CORK",,Cork,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2017,"SUANAN, CLIEVERAGH, LISTOWEL",,Kerry,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2019,"17 MAGHERACAR COTTAGES, BUNDORAN, CO DONEGAL",,Donegal,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2012,"25 Barrack Street, Drogheda",,Louth,"€173,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2016,"17 Parkside Mews, Parkside, Malahide",,Dublin,"€308,370.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/2021,"APT 34 THE SLADE, CITYWEST, SAGGART",,Dublin,"€337,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"BARKERSFORD, ATHY, CO. KILDARE",,Kildare,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2013,"Curraheen, Tralee",,Kerry,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/02/2014,"BOHERBUI ROAD, BALLAGHADERREEN, ROSCOMMON",,Roscommon,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2018,"47 THE MAPLES, GORT, GALWAY",,Galway,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"13 THE HURDLES, HUNTSFIELD, DOORADOYLE",,Limerick,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2016,"14 Parkside Avenue, Parkside, Malahide",,Dublin,"€288,539.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/08/2021,"2 The Walk, Oldbridge Manor, Rathmullan",,Meath,"€303,964.75",No,Yes,New Dwelling house /Apartment,
18/06/2013,"8 St. Patrick's Road, Turner's Cross, Cork",,Cork,"€115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"2 DE VESCI PLACE, MONKSTOWN, CO. CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2016,"33A Crotanstown Grange, Newbridge",,Kildare,"€220,300.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/05/2018,"3 Barr An Aird, Heywood Road, Clonmel",,Tipperary,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/07/2019,"52 THE WAXWORKS, ASHTOWN SQUARE, ASHTOWN",Dublin 15,Dublin,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2012,"59 Irish Street, Enniscorthy",,Wexford,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"106 FAIRWAY HEIGHTS, RHE KERRIES, TRALEE",,Kerry,"€68,700.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2011,"Court Devenish House, Court Devenish, Athlone",,Westmeath,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2017,"20 WILLOW BANK, DUNDRUM, DUBLIN",Dublin 16,Dublin,"€357,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2020,"37 BRACKENWOOD AVE, BALBRIGGAN, DUBLIN",,Dublin,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"7 WALLIS ST, MOUNTRATH, LAOIS",,Laois,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2012,"73 Turnberry, Baldoyle",,Dublin,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2021,"19 INCHVALE CLOSE, SHAMROCK LAWN, DOUGLAS",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2015,"CASTLETURVIN, ATHENRY, GALWAY",,Galway,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2018,"3 CHERRYFIELD AVE LOWER, SANDFORD RD, DUBLIN 6",Dublin 6,Dublin,"€672,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2021,"11 Clos Molua, SLI NA MANACH, Mungret",,Limerick,"€387,665.19",No,Yes,New Dwelling house /Apartment,
06/08/2021,"3 Longstone, Blessington Road, Craddockstown",,Kildare,"€356,828.00",No,Yes,New Dwelling house /Apartment,
17/04/2018,"31 The Avenue, Hansfield Wood, Hansfield",Dublin 15,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/01/2014,"4 LAUDERDALE TERRACE, BRAY, WICKLOW",,Wicklow,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2015,"COPPEEN, SOUTH DOUGLAS RD, CORK",,Cork,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2018,"20 The Borough, Moneygourney, Douglas",,Cork,"€149,991.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/02/2015,"14 Prospect Drive, Brooklawns, First Sea Road",,Sligo,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/05/2020,"3 BREFFNI COURT, ASHBOURNE, MEATH",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2016,"54 LANESBOROUGH GROVE, MEAKSTOWN, DUBLIN",Dublin 11,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2021,"59 AGLISH EST, CURRAGH, CASTLEBAR",,Mayo,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2020,"1 FARBILL APTS, ATHLONE RD, WESTMEATH",,Westmeath,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/12/2012,"46 St Peters Sqaure, Phibsborough, Dublin 7",Dublin 7,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2016,"45 FAIRYHOUSE LODGE, RATHOATH, MEATH",,Meath,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2017,"15 JOHN ST, ENNISCORTHY, CO WEXFORD",,Wexford,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"15 CARDY ROCK CLOSE, BALBRIGGAN, CO DUBLIN",,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"542 COLLINS AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"217 THE TRAMYARD, INCHICORE, DUBLIN",Dublin 8,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2016,"13 KILMINION CLOSE, BALINROAD, DUNGARVAN",,Waterford,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2020,"10 MOUNTSHANNON COURT, MOUNTSHANNON, CO CLARE",,Clare,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2019,"12 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2016,"8 ARDKEEN, DUNBUE RD, WICKLOW TOWN",,Wicklow,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2018,"32 The Glades, Old Grange Wood, Monasterevin",,Kildare,"€215,859.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/10/2020,"156 BUTTERFIELD AVE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"99 WATSON DR, KILLINEY, DUBLIN",,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"54B COLLEGE PARK, DUNSHAUGHLIN, COLLEGE PARK",,Meath,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2010,"Clonad, Clonbullogue",,Offaly,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"39 The Green, Moyglare Hall, Maynooth",,Kildare,"€274,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/11/2018,"118 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2015,"28 Elm Drive, Hazelbrooke  Spa Glen, Mallow",,Cork,"€40,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/08/2012,"28 Briot Grove, Templars Hall",,Waterford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"44 BEECH ROAD, BRAY, CO WICKLOW",,Wicklow,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2018,"7 CHAPEL STREET, MULLINAHONE, CO. TIPPERARY",,Tipperary,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2021,"16 The Courtyard, Morrissons Road, Waterford",,Waterford,"€167,400.88",Yes,Yes,New Dwelling house /Apartment,
09/02/2012,"83 Steeplechase Green, Ratoath, Co. Meath",,Meath,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"19 Howth Junction Cottages, Kilbarrack, Dublin 5",,Dublin,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2017,"APT 2 BLOCK C, ISOLDES TOWER, EXCHANGE ST LOWER DUBLIN 2",Dublin 8,Dublin,"€363,300.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2018,"35 BEVERLY DOWNS, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"Apt 33 Hanover Court, Hanover Quay",Dublin 2,Dublin,"€629,900.00",No,Yes,New Dwelling house /Apartment,
23/04/2012,"Carrick Middle, Cornamona",,Galway,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"8 RUTLAND HOUSE, RUTLAND ST, LIMERICK",,Limerick,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2012,"No 41 Templeville Road, Terenure",,Dublin,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2018,"1 CLOUGHAN BOY AVE, ATHLONE, WESTMEATH",,Westmeath,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"252 MOURNE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"MAIN ST, CLIFDEN, CO GALWAY",,Galway,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2020,"28 ARD MHUIRE, BALLINASLOE, GALWAY",,Galway,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2019,"7 DUN EOIN MEADOWS, BALLINREA RD, CARRIGALINE",,Cork,"€363,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2020,"APT 1, TARA AN CAISLEAIN, BALLINCOLLIG",,Cork,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2018,"Apartment 88  Charlotte Block, Honeypark, Dun Laoghaire",,Dublin,"€259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2021,"APT 1, 29 RAVENSDALE PARK, CRUMLIN",,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2014,"54 SUNNY HILL, KENMARE, KERRY",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"BARRACK ST, LOUGHREA, GALWAY",,Galway,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2016,"66 MILLBRIDGE WAY, NAAS, KILDARE",,Kildare,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2010,"24 Stamanaran, Old Golf links Road, Blackrock Dundalk",,Louth,"€136,563.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/11/2015,"14 WESTVIEW, CLOONFAD, COUNTY ROSCOMMON",,Roscommon,"€29,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"5 MOUNT RICHMOND CLOSE, RHEBOGUE, LIMERICK",,Limerick,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"1 ASHFORD, GRIFFITH AVE, GLASNEVIN DUBLIN 11",Dublin 11,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2015,"36 CRUISE PARK DRIVE, TYRRELSTOWN",Dublin 15,Dublin,"€134,316.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/11/2019,"20 THE SALTINGS, ANNAGASSAN, LOUTH",,Louth,"€168,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"18 Ard Patrick Avenue, Lady's Well, Blackpool",,Cork,"€87,727.27",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"80 DE VESCI COURT, FAIRGREEN, PORTLAOISE",,Laois,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"14 ST THOMAS CRESCENT, KNOCK, MAYO",,Mayo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2016,"GLENATORE UPPER, CONNA, MALLOW",,Cork,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2018,"21 CASTLE COURT, CARRICKBEG, CARRICK ON SUIR",,Tipperary,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"Apartment 129 Neptune Block, Honeypark, Dun-Laoghaire",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/02/2011,"1 goatstown close, goatstown",Dublin 14,Dublin,"€300,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/08/2016,"SANS SOUCI, MEATH ROAD, BRAY",,Wicklow,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"15 WESTBURY HEIGHTS, ANNABELLA, MALLOW",,Cork,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"KILDALKEY VILLAGE, KILDALKEY, COUNTY MEATH",,Meath,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2015,"ARTNALEVERY, ARDEE, LOUTH",,Louth,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2021,"26 BALLINACUBBY EST, KINSALE, CORK",,Cork,"€36,022.48",Yes,No,Second-Hand Dwelling house /Apartment,
12/03/2012,"20 GREENHILLS ROAD, WALKINSTOWN, DUBLN 12",,Dublin,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2019,"97 ARDILAUN GREEN, BALLYMAHON RD, MULLINGAR",,Westmeath,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2013,"9 CARNEGIE AVENUE, SWORDS, CO. DUBLIN",,Dublin,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2017,"76 SILKEN VALE, MAYNOOTH, KILDARE",,Kildare,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2019,"15 CHARLEVILLE MALL, NORTH STRAND, DUBLIN 1",Dublin 1,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2017,"3 KNOCKTORNAGH, CASTLEBLAYNEY, MONAGHAN",,Monaghan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"127 BRYANSTOWN MANOR, DUBLIN RD, DROGHEDA",,Louth,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"56 BLARNEY PARK, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,"€506,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2013,"Main Street, Quin",,Clare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"14 THE HEIGHTS, BROADLE DOUGLAS, CORK",,Cork,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"7 Shantobar, Ballinalee Road, Longford",,Longford,"€44,052.86",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/04/2011,"8 Kings Inns Court, Phibsborough, Dublin 7",,Dublin,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"9 CLONLIFFE GARDENS, DUBLIN 3",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2015,"APT 2 HOUSE 7, LINDEN SQ, GROVE AVE",,Dublin,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2016,"206 BROOKFIELD HALL GROODY RD, CASTLETROY, LIMERICK",,Limerick,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2014,"Apartment No 23 The Crofton, Georges Place, Dun Laoghaire",,Dublin,"€525,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/02/2015,"Ard Aulin, Carrickhill Road Upper, Portmarnock",Dublin 13,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2019,"3 BLACQUIERE VILLAS, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2014,"RACLAGHY, MOUNTNUGENT, CO CAVAN",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"KATE'S CROSS, MURRINTOWN, CO WEXFORD",,Wexford,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2016,"ARD NA GREINE, BALLYTRENT BEACH, KILRANE",,Wexford,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2019,"5 CATHEDRAL VIEW, LELIA ST, LIMERICK",,Limerick,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"84 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN",,Meath,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"12 PAIRC NA DEIREACHTA, MASSYTOWN, MACROOM",,Cork,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2011,"carn, pettigo",,Donegal,"€84,703.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2015,"26 GREGG COURT, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€105,800.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2015,"11 MOUNTAIN VIEW DR, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€367,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"104 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2018,"COOLLEGREANE, DOWRA, COUNTY LEITRIM",,Leitrim,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2020,"11 EARLSFORT GROVE, LUCAN, DUBLIN",,Dublin,"€152,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"14 KILKIERAN RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2018,"GATE LODGE, PARNELL ST, CARRICKMACROSS",,Monaghan,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"3 HAZELWOOD LANE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"17 MARYFIELD DR, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2011,"10 Longwood Park, Grange Road, Rathfarnham",Dublin 14,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2015,"WALSHALL COTTAGE, ATHLACCA  SOUTH, KILMALLOCK",,Limerick,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2014,"Clashaniska, Clonmel",,Tipperary,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2015,"11 The Downs, Whitefield Manor, Bettystown",,Meath,"€229,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/08/2017,"168 SHANLISS ROAD, SANTRY, DUBLIN 9",,Dublin,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2013,"UNIT 102 GLASAN STUDENT VILLAGE, BALLYBANE RD, MERVUE",,Galway,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"49 BLUEBELL ROAD, BLUEBELL, DUBLIN 12",Dublin 12,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2021,"52 Beech Park, Cabinteely, County Dublin",,Dublin,"€524,955.75",No,Yes,New Dwelling house /Apartment,
23/09/2013,"Innisfree, Hayestown Great, Clonard",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2013,"CLEENDERRY, MAGHERY, DUNGLOE",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"8 Weirview Gardens, Castlecomer Road",,Kilkenny,"€290,748.90",No,Yes,New Dwelling house /Apartment,
13/01/2017,"53 Sion Hill Park, Sion Hill Road, Drumcondra",,Dublin,"€524,229.08",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/07/2014,"52 UILLINN MOYCULLEN, MOYCULLEN, GALWAY",,Galway,"€196,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2019,"OAKWOOD, TEADIES UPPER, ENNISKEANE",,Cork,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"BALLINTESKIN, NEW ROSS, WEXFORD",,Wexford,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2020,"248 THE RISE, BELGARD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2020,"69 Seagreen Park, Blacklion, Greystones",,Wicklow,"€484,581.00",No,Yes,New Dwelling house /Apartment,
17/12/2014,"Woodstock, Kilquane, Ennis",,Clare,"€132,158.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/06/2019,"12 BELFRY GARDENS, ST ALPHONSUS RD, DUNDALK",,Louth,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2010,"KNOCKARRON, COOKSTOWN ROAD, ENNISKERRY",,Wicklow,"€1,850,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2021,"7 GREENMOUNT AVENUE, HAROLD'S CROSS, DUBLIN 12",Dublin 12,Dublin,"€452,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2015,"PIERCETOWN, WHITES CROSS, CORK",,Cork,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"2A-D  3A-D  4A-D, East Arran Street",Dublin 7,Dublin,"€4,093,000.00",No,No,Second-Hand Dwelling house /Apartment,
