Month,Quarter,Year,Address,PostalCode,County,Price,DescriptionofProperty,PropertySizeDescription
Nov,4,2016,"8 ELM COURT, GALWAY RD, TUAM",,Galway,136000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"105 BALLYMACOOL WOOD, LETTERKENNY, DONEGAL",,Donegal,90500.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"50 CARYSFORT AVE, BLACKROCK, DUBLIN",,Dublin,620000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"9 STRAND ST, PASSAGE WEST, CO CORK",,Cork,85000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"APT 15, PIER COURT, CASTLE RD",,Cork,178000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"1 BLOCK B, SMITHFIELD MARKET, SMITHFIELD",,Dublin,327000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"19 HAWTHORN LAWN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,793000.0,Second-Hand Dwelling house /Apartment,
Nov,4,2016,"4 Kilcaragh Lawn, Lixnaw",,Kerry,130000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Nov,4,2016,"6 The Vale, Moyglare Hall, Maynooth",,Kildare,374449.34,New Dwelling house /Apartment,less than 38 sq metres
Nov,4,2016,"20 FLOWERHILL, RUSHBROOKE, COBH",,Cork,186000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1893 MULLACASH, NAAS, CO KILDARE",,Kildare,199000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"2 STATION WAY, CLONGRIFFIN, DUBLIN 13",,Dublin,265000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"146 BUTTERFIELD AVE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,480000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"GARRYDUFF, ERRILL, PORTLAOISE",,Laois,44000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"156 THE CRESCENT, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,249000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"503 A1 THE CUBES, BEACON SOUTH QUARTER, SANDYFORD",Dublin 18,Dublin,277500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"18 ARD MOR LAWN, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,161000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"71 HAWTHORN WAY, ESKER HILLS, PORTLAOISE",,Laois,124000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"76 CAHERNANE MEADOWS, MUCKROSS RD, KILLARNEY",,Kerry,180000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"4 MOATLANDS, RATHOATH, MEATH",,Meath,165000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"ADOON, GORVAGH, LEITRIM",,Leitrim,200000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"53 FIVE OAKS VILLAGE, DROGHEDA, LOUTH",,Louth,340000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"The Shores, Lahardane, Ballina",,Mayo,40000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"38 CONEY MEADOWS, CONEYBORO, ATHY",,Kildare,85500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 COPPER RIVER, BALLINODE, SLIGO",,Sligo,105000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"KILLERMOGH, BALLACOLLA, LAOIS",,Laois,72000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"61 DRUM CARRAIG, CAVAN, CAVAN",,Cavan,101000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 THE OLD MILL, CHURCH ST, LEIGHLINBRIDGE",,Carlow,115000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"2 BROOKSIDE, FARNHAM RD, CAVAN",,Cavan,140000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"10 OAKTREE LAWN, DUBLIN 15, DUBLIN",Dublin 15,Dublin,440000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 QUAY ST, WESTPORT, MAYO",,Mayo,122500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"BURNHAM, DINGLE, KERRY",,Kerry,150000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"108 Landen Park, Oldtown Demesne, Naas",,Kildare,427313.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"UNIT 1, 90 NORTH CIRCULAR ROAD, DUBLIN 7",,Dublin,400000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"25 Parkside Close, Parkside",,Dublin,273127.75,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"SUNNYDALE, GARRANACANTY, TIPPERARY TOWN",,Tipperary,80000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"50 RIDGE POOL, BALLINA, CO MAYO",,Mayo,82500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"10 FORTHILL, MONEYGOURNEY, DOUGLAS",,Cork,315000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"20 THOMOND VILLAGE, OLD CRATLOE RD, LIMERICK",,Limerick,25000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"15A THOMOND VILLAGE, OLD CRATLOE RD, LIMERICK",,Limerick,25000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"148 BRANSWOOD, ATHY, KILDARE",,Kildare,89995.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"12 FAIRFIELD RD, FARRANREE, CORK",,Cork,185000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"45 Colllege Lawn, College Manor, Carrignafoy",,Cork,193832.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"ORCHARD HOUSE, TINAHELY, COUNTY WICKLOW",,Wicklow,130000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"LAHARN, KILLORGLIN, KERRY",,Kerry,180000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"BARRACK ST, LOUGHREA, GALWAY",,Galway,160000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"ARD NA GRENA, STRABANE RD, RAPHOE",,Donegal,158000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"GLENCOLLINS LOWER, BALLYDESMOND, MALLOW",,Cork,200000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"7 Castlegrange Grove, Castaheaney",Dublin 15,Dublin,295000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"LISCUBBA, CLONAKILTY, CORK",,Cork,275000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"10 Bramble Drive, Foxwood, Waterford",,Waterford,145374.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"14 DAWSON HOUSE, PATRICK ST, DUBLIN 8",Dublin 8,Dublin,245000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"3 madams height, madams hill, killarney",,Kerry,348017.62,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Dec,4,2016,"1 CASTLE COVE, DRUMLEASE, DROMOHAIR",,Leitrim,125000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"48 FOREST PARK, KILLYGORDON, LIFFORD",,Donegal,62000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"27 PRIORY GROVE, JOHNSTOWN, NAVAN",,Meath,210000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"Ballyherragh, Liscannor",,Clare,335000.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Dec,4,2016,"14 ST MALACHYS VILLAS, DUNDALK, LOUTH",,Louth,218000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"9 PEMBROKE PLACE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1000000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"APT 33 DOWNSHIRE PLACE, EDENDERRY, CO OFFALY",,Offaly,68000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"26 CARRAGH HILL, KNOCKNACARRA, GALWAY",,Galway,304000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"BALLYMACREDMOND, BUTLERSTOWN, BANDON",,Cork,170000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"KINNAGIN, CASTLEBLAYNEY, MONAGHAN",,Monaghan,100000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 POMEROY PARK, RATHANGAN, KILDARE",,Kildare,220000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"20 ST ANNES SQ, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,350000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"37 PEMBROKE SQ, TRALEE, KERRY",,Kerry,135000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"3 DROMTRACKER, TRALEE, KERRY",,Kerry,80000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"TULLYHORKY, BALLYSHANNON, DONEGAL",,Donegal,212000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"9 OLD MILL RACE, ATHGARVAN, NEWBRIDGE",,Kildare,354000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"GLEBE HOUSE, MULLINAHONE, THURLES",,Tipperary,345000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"65 CARLTON SUITES, HENRY ST, LIMERICK",,Limerick,235000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"542 COLLINS AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,330000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"514 MOUNT KENNETH APTS, MOUNT RICHMOND COURT, MOUNT KENNRTH PLACE",,Limerick,50000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"37 The Crescent, Piper's Hill, Killashee",,Kildare,295153.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"APT 1, UNIT 2 EDENMORE SHOPPING CENTRE, RAHENY",,Dublin,100000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"11 SOGNO, CARTON, GAYBROOK",,Westmeath,485000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"43 CHERRY HILL COURT, KELLS, MEATH",,Meath,172500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"62 'Cois Na Mara', Golf Links Road, Bettystown",,Meath,208810.57,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"SUAIMHNEAS, MEENALEA, GORTAHORK",,Donegal,145000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"No. 16 Madam's Height, Aghadoe, Killarney",,Kerry,315859.03,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Dec,4,2016,"13 HANNAH SQ, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,191000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"6 MCDONNELL DR, ATHY, KILDARE",,Kildare,115000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"50 THE CROFT, CLARINWOOD, TRAMORE",,Waterford,153000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"13A SYNNOTT ROW, DUBLIN 7, DUBLIN",,Dublin,126000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 TOUGHERSTOWN, LOUGHNAVALLEY, MULLINGAR",,Westmeath,150000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"THE AULD HOUSE, KILLAMERY, NINE MILE HOUSE",,Tipperary,35000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"2 GORSE HAVEN, COOLBOY, WICKLOW",,Wicklow,145000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"26 BEALACH NA GAOITHE, KILLALOONTY, TUAM",,Galway,118000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"CAUSEWAY HEIGHTS, FREAHANES, ROSSCARBERY",,Cork,350000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"4 FARMLEIGH AVE, BLACKROCK, DUBLIN",Dublin 24,Dublin,697500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"3 THE HERMITAGE, MACROOM, CORK",,Cork,249000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"61 KNOCKCULLEN DR, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,550000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"2 ALLEVARD, BLACKROCK RD, BLACKROCK",,Cork,870000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"AGHAGREAGH, BALLINALEE, LONGFORD",,Longford,75000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"GRANNY FLAT, REASONS GRANARD STREET, BALLYJAMESDUFF",,Cavan,62000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"36 HERBERT PARK, BALLSBRIDGE, DUBLIN",Dublin 4,Dublin,2999950.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"1 BARRACK STREET, CARLOW, CO CARLOW",,Carlow,140000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"13 THE BRAMBLES, CASTLEPARK, MALLOW",,Cork,189500.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"17 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin 9,Dublin,506607.92,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Dec,4,2016,"106 FOXROCK AVE, FOXROCK, DUBLIN 18",Dublin 18,Dublin,630000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"APARTMENT 20 THE BEECHES, SALLINS ROAD, CO KILDARE",,Kildare,90625.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"14 JAMES ST, CLONMEL, CO TIPPERARY",,Tipperary,60000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"BISHOPSWOOD, DUNDRUM, TIPPERARY",,Tipperary,170000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"39 Rann Mor Meadow, Letterkenny",,Donegal,138964.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"13 THE ANCHORAGE, THE QUAY, WESTPORT",,Mayo,120000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"11 KINCORA VIEW, GRANGE RD, BALLINA",,Tipperary,326000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"83 CHAMBERS PARK, KILCOCK, KILDARE",,Kildare,182000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"APT 1, 37 SUMMERHILL PARADE, DUBLIN 1",,Dublin,360000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"THE STABLES, KILLAHY, TULLAROAN",,Kilkenny,140000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"15 Tullyhall Close, Lucan",,Dublin,262114.53,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Dec,4,2016,"COIS CNOIC, STEPASIDE LANE, STEPASIDE DUBLIN 18",Dublin 18,Dublin,1600000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"APT 1, 36 SUMMERHILL PARADE, DUBLIN 1",,Dublin,360000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"DONAGHINTRAINE, DROMORE WEST, SLIGO",,Sligo,119000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"28 THE GREEN, WOODBROOK GLEN, BRAY",,Dublin,325000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"5 Waltham Abbey, Old Quarter, Ballincollig",,Cork,495000.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Dec,4,2016,"THE BIRCHES, FETHARD ROAD, BOHERDUFF",,Tipperary,400000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"AVOCET, JARRETSTOWN, DUNBOYNE",,Meath,430000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"48 INIS ORGA, SIXMILEBRIDGE, CLARE",,Clare,149000.0,Second-Hand Dwelling house /Apartment,
Dec,4,2016,"9 WEST GATE COURT, CLONMEL, TIPPERARY",,Tipperary,110000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"75 FANCOURT HEIGHTS, BALBRIGGAN, CO DUBLIN",,Dublin,260000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"1 GILLTOWN LODGE, GILLTOWN, KILCULLEN",,Kildare,300000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"18 OAK PARK, ENNIS, CO CLARE",,Clare,129000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"BEACH HOUSE, KILMURVEY, INIS MOR",,Galway,273000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"189 RICHMOND ROAD, DUBLIN 3",Dublin 3,Dublin,217000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"1 THE FRIARY, CECILIA ST, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,380548.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"30 CLUAIN DARA, CLONARD, WEXFORD",,Wexford,165000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"11 GREENVILLE TERRACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,601000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"22 ROGER CASEMENT PARK, GLASHEEN RD, CORK",,Cork,213000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"NO 5 RATHDRUM, DRUMALEE, CAVAN",,Cavan,92826.56,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"39 SLI AN AIPRINN, ATHLONE, WESTMEATH",,Westmeath,185000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"16 THE VILLAGE GREEN, RATOATH, COUNTY MEATH",,Meath,225000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"3 Shanganagh Drive, Shankill, Dublin 18",,Dublin,506608.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"D AND J MALIN TOWN, MALIN, CO. DONEGAL",,Donegal,150000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"TULLAHA, GLENFLESK, KILLARNEY",,Kerry,380000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"29 BEECHWOOD MEWS, CLUAIN ARD, COBH",,Cork,135000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"16 ODONOGHUE AVE, JANESBORO, LIMERICK",,Limerick,75000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"SHRAHARLA, KNOCKENEVIN, KILMALLOCK",,Limerick,105000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"APARTMENT 2, GALWAY BAY SEA VIEW APTS, SALTHILL",,Galway,97885.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"11 CLIFDEN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,226000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"12 The Well, Scholarstown Wood, Rathfarnham",Dublin 16,Dublin,427312.77,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"10 Broadfield Grove, Broadfield Manor, Rathcoole",,Dublin,319897.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"30 LANSDOWNE PARK, TEMPLEOGUE, DUBLIN 16",Dublin 14,Dublin,575000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"1 GRAFTON HALL, AUNGIER ST, DUBLIN",Dublin 2,Dublin,275000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"ST JUDES, MAIN ST, CASTLECONNELL",,Limerick,175000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"33 DUNDRUM GATE, BALLINTEER RD, DUBLIN 16",Dublin 16,Dublin,410000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"11 Rinn na Mara, Dunfanaghy, Co. Donegal",,Donegal,332158.59,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"189 GORT NA COIRIBE, HEADFORD ROAD, GALWAY",,Galway,225000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"62 ENNAFORT RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,487000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"17 LIR PARK, CASTLEPOLLARD, WESTMEATH",,Westmeath,152500.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"BALLYCALLEN, FENAGH, LEITRIM",,Leitrim,170000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"21 Stratton Close, Adamstown, Lucan",,Dublin,251101.32,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"25 STATION MANOR, TULLOW, CARLOW",,Carlow,135000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"2 CASTLE CLOSE, SLANE RD, NAVAN",,Meath,264000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"59A MOUTFIELD RD, COOLOCK, DUBLIN 5",Dublin 5,Dublin,171000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"BELVEDERE, DEMPSEYS FIELD, MYRTLEVILLE",,Cork,120000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"53 Sion Hill Park, Sion Hill Road, Drumcondra",,Dublin,524229.08,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Jan,1,2017,"APT 8, ROSSGROVE HOUSE, HENNESSYS RD",,Waterford,30000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"GRANARD, LYRE, CLONAKILTY",,Cork,450000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"22 BALLYMONEEN, CAPPAHARD, TULLA RD",,Clare,89950.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"21 Dodderbrook Park, Ballycullen",Dublin 24,Dublin,347534.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"SEANCLOCHA, LOUGHGANNON, OUGHTERARD",,Galway,246250.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"NEILSTOWN, BOHERMEEN, NAVAN",,Meath,175000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"17 CASTLELAND, BALBRIGGAN, PARK VIEW",,Dublin,220000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"10 SHANNON QUAYS, ROOSKEY, LEITRIM",,Leitrim,130000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"23 FIVE OAKS VILLAGE, DUBLIN RD, DROGHEDA",,Louth,330000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"14 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",,Kildare,150000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"6 SHANNON ARMS, HENRY ST, LIMERICK",,Limerick,58300.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"No 4 Clar na Si, Clarcam, Donegal Town",,Donegal,95000.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Jan,1,2017,"13 GLENCAIRN RD, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,640000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"23 Crenigans Banog, Ashbourne",,Meath,436123.35,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"3 TEMPLE HILL HOUSE, BALLINTEMPLE, COUNTY CORK",,Cork,195000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"MARYVILLE, 21 BOSTON PARK, THE LOUTH",,Cork,240000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"17 SYCAMORE COURT, RENMORE, GALWAY",,Galway,61740.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"OLD VILLAGE ROAD, DERRYCOOSH, CASTLEBAR",,Mayo,260000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"4 GLENCARRA, SNUGBORO, CASTLEBAR",,Mayo,155000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"25 SYLVAN PARK, GORTLEE, LETTERKENNY",,Donegal,129250.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"21A MULGRAVE ST, DUN LAOGHAIRE, DUBLIN",,Dublin,475000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"53 Woodbank, Dublin Road, Shankhill",Dublin 18,Dublin,317180.62,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"5 MONUMENT VIEW, WESTPORT, MAYO",,Mayo,173000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"RESIDENTIAL PROPERTY OVER AM-PM, MAIN STREET, CARRICK ON SHANNON",,Leitrim,60000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"CARRIGALOE, COBH, CORK",,Cork,10000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"18 Cluain Larach, Knockenduff, Tramore",,Waterford,259911.89,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"2 Priorswood Lodge, Clonshaugh, DUBLIN 17",,Dublin,242290.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"5 SUMMERHILL TERRACE, WATERFORD",,Waterford,75000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"FENDALE, SCARLETSTOWN, NEWBRIDGE",,Kildare,520000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"HAGGARD, MULLINAVAT, KILKENNY",,Kilkenny,262000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"9 ASHFIELD AVENUE, RIDGEWOOD, FORREST ROAD",,Dublin,343615.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Jan,1,2017,"GARRYLOUGH, SCREEN, ENNISCORTHY",,Wexford,188000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"40 Castlegrange Avenue, Castlegrange",Dublin 15,Dublin,321586.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"6 MOATE RETIREMENT VILLAGE, MOATE, WESTMEATH",,Westmeath,70000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"THE BOWER, KILLYGORDON, CO DONEGAL",,Donegal,50000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"2 BALLYMASTOCKER HEIGHTS, PORTSALON, DONEGAL",,Donegal,100000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"CANNON STREET, RATHCORMAC, COUNTY CORK",,Cork,60000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"22 COIS FARRAIGE, BLACKROCK, DUNDALK",,Louth,101321.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jan,1,2017,"1 COURTYARD HARRINGTON BOOKMAKERS, MAIN STREET, BUNCLODY",,Wexford,65000.0,Second-Hand Dwelling house /Apartment,
Jan,1,2017,"KILLYNURE, CONVOY, CO DONEGAL",,Donegal,50000.0,Second-Hand Dwelling house /Apartment,
